ts,container_id,memory_current_bytes,memory_stat_anon,memory_stat_file,memory_stat_inactive_file,memory_stat_pgscan,memory_stat_pgsteal,memory_stat_workingset_refault_anon,memory_events_max,memory_events_oom,memory_events_oom_kill,vmrss_kib,vmhwm_kib
2026-08-26T12:23:48Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886265344,1693274112,55148544,41947136,398846,208006,60065,1645,0,0,1989044,2842976
2026-08-26T12:28:50Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887051776,1693274112,55148544,41947136,398846,208006,60065,1645,0,0,1989044,2842976
2026-08-26T12:33:51Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887297536,1693274112,55148544,41947136,398846,208006,60065,1645,0,0,1989044,2842976
2026-08-26T12:38:53Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886531584,1693274112,55148544,41947136,398846,208006,60065,1645,0,0,1989044,2842976
2026-08-26T12:43:54Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886388224,1693274112,55148544,41947136,398846,208006,60065,1645,0,0,1989044,2842976
2026-08-26T12:48:55Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887301632,1693270016,55148544,41947136,398846,208006,60065,1645,0,0,1989044,2842976
2026-08-26T12:53:57Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886822400,1693274112,55148544,41947136,398846,208006,60065,1645,0,0,1989044,2842976
2026-08-26T12:58:58Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887113216,1693351936,55148544,41947136,398846,208006,60068,1645,0,0,1989116,2842976
2026-08-26T13:03:59Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886949376,1693589504,55148544,41947136,398846,208006,60105,1645,0,0,1989352,2842976
2026-08-26T13:09:01Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887240192,1693650944,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:14:03Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886715904,1693655040,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:19:04Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887244288,1693650944,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:24:05Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886941184,1693655040,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:29:07Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887133696,1693650944,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:34:08Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886978048,1693655040,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:39:09Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886707712,1693655040,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:44:10Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887236096,1693646848,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:49:12Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886973952,1693655040,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:54:13Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1887776768,1693650944,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T13:59:14Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,1886990336,1693655040,55148544,41947136,398846,208006,60114,1645,0,0,1989412,2842976
2026-08-26T14:04:15Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2681626624,2062917632,14073856,8298496,915926,310364,60183,2133,0,0,2271528,2842976
2026-08-26T14:09:18Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2562879488,1984729088,22147072,19902464,1037366,348626,97815,2348,0,0,2176648,2842976
2026-08-26T14:14:20Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2631958528,2047225856,20119552,16850944,1321203,389429,97861,2538,0,0,2273588,2842976
2026-08-26T14:19:22Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2484011008,1917059072,2232320,1327104,1321203,389429,97863,2538,0,0,2201600,2842976
2026-08-26T14:24:23Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2483752960,1917075456,2244608,1327104,1321203,389429,97863,2538,0,0,2201612,2842976
2026-08-26T14:29:24Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2483851264,1917075456,2244608,1327104,1321203,389429,97863,2538,0,0,2201616,2842976
2026-08-26T14:34:26Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2483597312,1917087744,2244608,1327104,1321203,389429,97867,2538,0,0,2201628,2842976
2026-08-26T14:39:27Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2483605504,1917087744,2244608,1327104,1321203,389429,97867,2538,0,0,2201628,2842976
2026-08-26T14:44:28Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2513055744,1971769344,2244608,1327104,1321203,389429,97867,2538,0,0,2255024,2842976
2026-08-26T14:49:30Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2518499328,1960873984,2551808,1667072,1361730,394100,143335,2539,0,0,2243720,2842976
2026-08-26T14:54:33Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2058305536,1486524416,9940992,8720384,1361730,394100,143805,2539,0,0,1780488,2842976
2026-08-26T14:59:34Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2060812288,1528307712,9940992,8720384,1361730,394100,143805,2539,0,0,1821292,2842976
2026-08-26T15:04:35Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2061312000,1548259328,9248768,8028160,1361730,394100,143805,2539,0,0,1840776,2842976
2026-08-26T15:09:36Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2110291968,1675091968,9248768,8028160,1361730,394100,143805,2539,0,0,1966684,2842976
2026-08-26T15:14:38Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2136498176,1808748544,9248768,8028160,1361730,394100,143805,2539,0,0,2095160,2842976
2026-08-26T15:19:39Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2165198848,1905483776,9248768,8028160,1361730,394100,143811,2539,0,0,2189628,2842976
2026-08-26T15:24:41Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2164715520,1905684480,9248768,8028160,1361730,394100,143820,2539,0,0,2189820,2842976
2026-08-26T15:29:42Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2170314752,1913831424,9248768,8028160,1361730,394100,143820,2539,0,0,2197780,2842976
2026-08-26T15:34:43Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2170982400,1913831424,9248768,8028160,1361730,394100,143820,2539,0,0,2197780,2842976
2026-08-26T15:39:45Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2170572800,1913827328,9248768,8028160,1361730,394100,143820,2539,0,0,2197780,2842976
2026-08-26T15:44:46Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2187202560,1930338304,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T15:49:47Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2187026432,1930334208,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T15:54:49Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2187268096,1930334208,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T15:59:50Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2186530816,1930338304,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T16:04:51Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2186772480,1930334208,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T16:09:53Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2187038720,1930334208,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T16:14:54Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2186829824,1930330112,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T16:19:55Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2187083776,1930334208,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T16:24:56Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2187345920,1930334208,9248768,8028160,1361730,394100,143820,2539,0,0,2213896,2842976
2026-08-26T16:29:58Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2186924032,1936531456,9248768,8028160,1361730,394100,143820,2539,0,0,2219948,2842976
2026-08-26T16:34:59Z,417febec1a033ead2cf85ff29219d956617ba8fb839ba6853f29d7203a223021,2213646336,2079739904,9248768,8028160,1361730,394100,143820,2539,0,0,2359800,2842976
